$GPRMC,174771.639,3674.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4C
$GPGGA,174772.639,3672.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*53
$GPRMC,174773.639,3671.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174774.639,3669.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPRMC,174775.639,3668.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPRMC,174776.639,3666.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4F
$GPGGA,174777.639,3665.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPRMC,174778.639,3663.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*44
$GPGGA,174779.639,3662.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5E
$GPGGA,174780.639,3660.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPGGA,174781.639,3659.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*51
$GPGGA,174782.639,3657.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPGGA,174783.639,3656.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5C
$GPRMC,174784.639,3654.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPRMC,174785.639,3653.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPGGA,174786.639,3651.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPRMC,174787.639,3650.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174788.639,3648.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPGGA,174789.639,3647.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*56
$GPGGA,174790.639,3645.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPRMC,174791.639,3644.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174792.639,3642.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPRMC,174793.639,3641.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*46
$GPGGA,174794.639,3639.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*54
$GPGGA,174795.639,3638.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*53
$GPGGA,174796.639,3636.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPGGA,174797.639,3635.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5C
$GPGGA,174798.639,3633.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*52
$GPGGA,174799.639,3632.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*55
$GPRMC,174800.639,3630.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPRMC,174801.639,3629.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4C
$GPGGA,174802.639,3627.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPRMC,174803.639,3626.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174804.639,3624.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174805.639,3623.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPRMC,174806.639,3621.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*44
$GPRMC,174807.639,3620.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPRMC,174808.639,3618.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
$GPGGA,174809.639,3617.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*54
$GPGGA,174810.639,3615.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPGGA,174811.639,3614.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5E
$GPRMC,174812.639,3612.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174813.639,3611.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*44
$GPGGA,174814.639,3609.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*50
$GPGGA,174815.639,3608.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPRMC,174816.639,3606.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
$GPRMC,174817.639,3605.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPRMC,174818.639,3603.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174819.639,3602.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*51
$GPRMC,174820.639,3600.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPRMC,174821.639,3599.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*46
$GPRMC,174822.639,3597.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4C
$GPRMC,174823.639,3596.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPRMC,174824.639,3594.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*49
$GPGGA,174825.639,3593.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*55
$GPGGA,174826.639,3591.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*53
$GPRMC,174827.639,3590.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*49
$GPGGA,174828.639,3588.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*55
$GPRMC,174829.639,3587.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPGGA,174830.639,3585.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*51
$GPRMC,174831.639,3584.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174832.639,3582.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*54
$GPRMC,174833.639,3581.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4C
$GPRMC,174834.639,3579.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174835.639,3578.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*51
$GPGGA,174836.639,3576.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPGGA,174837.639,3575.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5E
$GPGGA,174838.639,3573.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*50
$GPGGA,174839.639,3572.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPGGA,174840.639,3570.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5C
$GPRMC,174841.639,3569.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4F
$GPGGA,174842.639,3567.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*58
$GPGGA,174843.639,3566.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPGGA,174844.639,3564.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPRMC,174845.639,3563.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174846.639,3561.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*47
$GPRMC,174847.639,3560.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
$GPRMC,174848.639,3558.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174849.639,3557.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPRMC,174850.639,3555.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*47
$GPGGA,174851.639,3554.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPRMC,174852.639,3552.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPRMC,174853.639,3551.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*47
$GPGGA,174854.639,3549.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*53
$GPGGA,174855.639,3548.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*54
$GPRMC,174856.639,3546.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174857.639,3545.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPGGA,174858.639,3543.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*55
$GPGGA,174859.639,3542.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*52
$GPGGA,174860.639,3540.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPRMC,174861.639,3539.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*48
$GPGGA,174862.639,3537.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPGGA,174863.639,3536.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*58
$GPGGA,174864.639,3534.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5A
$GPGGA,174865.639,3533.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPGGA,174866.639,3531.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPRMC,174867.639,3530.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*47
$GPGGA,174868.639,3528.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPRMC,174869.639,3527.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4F
$GPRMC,174870.639,3525.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPRMC,174871.639,3524.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPGGA,174872.639,3522.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5A
$GPGGA,174873.639,3521.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5F
$GPGGA,174874.639,3519.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*54
$GPRMC,174875.639,3518.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4E
$GPGGA,174876.639,3516.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPGGA,174877.639,3515.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5C
$GPRMC,174878.639,3513.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4F
$GPGGA,174879.639,3512.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*55
$GPGGA,174880.639,3510.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*56
$GPRMC,174881.639,3509.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPRMC,174882.639,3507.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4F
$GPRMC,174883.639,3506.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*48
$GPRMC,174884.639,3504.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4A
$GPRMC,174885.639,3503.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174886.639,3501.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*50
$GPRMC,174887.639,3500.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4A
$GPRMC,174888.639,3498.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPGGA,174889.639,3497.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*56
$GPGGA,174890.639,3495.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPRMC,174891.639,3494.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174892.639,3492.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPRMC,174893.639,3491.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*46
$GPGGA,174894.639,3489.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*52
$GPRMC,174895.639,3488.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*48
$GPRMC,174896.639,3486.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPGGA,174897.639,3485.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5A
$GPRMC,174898.639,3483.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*49
$GPRMC,174899.639,3482.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4E
$GPRMC,174900.639,3480.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4A
$GPGGA,174901.639,3479.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPRMC,174902.639,3477.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
$GPRMC,174903.639,3476.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*47
$GPRMC,174904.639,3474.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPGGA,174905.639,3473.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPRMC,174906.639,3471.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*42
$GPRMC,174907.639,3470.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*45
$GPRMC,174908.639,3468.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*44
$GPGGA,174909.639,3467.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*50
$GPRMC,174910.639,3465.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
$GPGGA,174911.639,3464.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5A
$GPGGA,174912.639,3462.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*58
$GPGGA,174913.639,3461.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5D
$GPRMC,174914.639,3459.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*4B
$GPGGA,174915.639,3458.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*51
$GPGGA,174916.639,3456.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5B
$GPGGA,174917.639,3455.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5E
$GPGGA,174918.639,3453.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*50
$GPGGA,174919.639,3452.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPGGA,174920.639,3450.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*58
$GPGGA,174921.639,3449.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*56
$GPRMC,174922.639,3447.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*41
$GPRMC,174923.639,3446.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*46
$GPRMC,174924.639,3444.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*44
$GPGGA,174925.639,3443.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*58
$GPRMC,174926.639,3441.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174927.639,3440.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*59
$GPRMC,174928.639,3438.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*43
$GPGGA,174929.639,3437.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*57
$GPGGA,174930.639,3435.619,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*5A
$GPRMC,174931.639,3434.119,S,1.73,E,1,04,2.6,100.0,M,-33.9,M,,0000*40
